feedback_id,customer_id,feedback_text,sentiment,source,date,timestamp
F21,CUST4501,This is exactly what I was looking for. Great quality! Issue with delivery delays.,Positive,review_site,2025-07-04,2025-07-04 13:00:35
F22,CUST6918,Excellent service and fast delivery. Highly recommended!,Positive,chat,2025-09-25,2025-09-25 13:00:35
F23,CUST9829,Extremely disappointed with the quality. Not recommended. \ Issue with website navigation.,Negative,social_media,2025-10-25,2025-10-25 13:00:35
F24,CUST4944,Product is okay. Nothing special but does the job. Issue with website navigation.,Neutral,email,2024-12-21,2024-12-21 13:00:35
F25,CUST4225,Overpriced for the features provided. Not worth it.,Negative,chat,2025-02-19,2025-02-19 13:00:35
F26,CUST2851,Great value for money. Worth every penny!,Positive,review_site,2025-01-28,2025-01-28 13:00:35
F27,CUST9070,I absolutely love this product! It's amazing and works perfectly. Issue with pricing.,Positive,chat,2025-10-02,2025-10-02 13:00:35
F28,CUST9569,"This is exactly what I was looking for. Great quality! ""'`;",Positive,chat,2025-01-07,2025-01-07 13:00:35
F29,CUST6642,Fantastic experience overall. Will definitely buy again!,Positive,chat,2025-06-12,2025-06-12 13:00:35
F30,CUST5668,Great value for money. Worth every penny! Issue with product availability.,Positive,email,2025-03-09,2025-03-09 13:00:35
F31,CUST2234,Outstanding customer support. They resolved my issue quickly. Issue with website navigation.,Positive,social_media,2025-09-01,2025-09-01 13:00:35
F32,CUST7673,Frequent crashes and bugs. Needs improvement. Issue with product availability.,Negative,social_media,2025-02-04,2025-02-04 13:00:35
F33,CUST5438,It's alright. Nothing remarkable to mention. ~{?~~,Neutral,social_media,2025-09-10,2025-09-10 13:00:35
F34,CUST5241,The product exceeded my expectations. Very satisfied! <&~ Issue with delivery delays.,Positive,social_media,2025-08-27,2025-08-27 13:00:35
F35,CUST9126,This is exactly what I was looking for. Great quality!,Positive,email,2025-05-29,2025-05-29 13:00:35
F36,CUST8250,Poor customer service. No one responded to my queries. !@~ Issue with delivery delays.,Negative,chat,2025-05-09,2025-05-09 13:00:35
F37,CUST6067,Frequent crashes and bugs. Needs improvement. =,Negative,social_media,2025-01-21,2025-01-21 13:00:35
F38,CUST5292,I absolutely love this product! It's amazing and works perfectly. Issue with technical issues.,Positive,chat,2025-01-12,2025-01-12 13:00:35
F39,CUST3864,Reliable and durable product. No complaints whatsoever.,Positive,email,2025-09-03,2025-09-03 13:00:35
F40,CUST4957,Late delivery and damaged packaging. Very upset! ];! Issue with product availability.,Negative,email,2025-07-27,2025-07-27 13:00:35
F41,CUST8452,Acceptable product for the price point.,Neutral,review_site,2025-04-24,2025-04-24 13:00:35
F42,CUST5953,Excellent service and fast delivery. Highly recommended! Issue with product quality.,Positive,chat,2025-04-30,2025-04-30 13:00:35
F43,CUST2775,Decent product with room for improvement.,Neutral,social_media,2025-01-25,2025-01-25 13:00:35
F44,CUST4960,Impressive features and functionality. Love it!,Positive,email,2025-04-04,2025-04-04 13:00:35
F45,CUST5401,"Frequent crashes and bugs. Needs improvement. _\?""",Negative,social_media,2025-09-13,2025-09-13 13:00:35
F46,CUST8719,Outstanding customer support. They resolved my issue quickly.,Positive,review_site,2025-07-20,2025-07-20 13:00:35
F47,CUST9637,Waste of money. Product doesn't work as advertised.,Negative,email,2024-11-04,2024-11-04 13:00:35
F48,CUST2874,This is exactly what I was looking for. Great quality! Issue with pricing.,Positive,review_site,2025-05-14,2025-05-14 13:00:35
F49,CUST7499,It's alright. Nothing remarkable to mention. Issue with customer service.,Neutral,social_media,2024-12-23,2024-12-23 13:00:35
F50,CUST5507,Frequent crashes and bugs. Needs improvement. Issue with delivery delays.,Negative,email,2025-01-30,2025-01-30 13:00:35
F51,CUST9794,Fantastic experience overall. Will definitely buy again!,Positive,chat,2025-04-10,2025-04-10 13:00:35
F52,CUST8065,It's alright. Nothing remarkable to mention. .^;/<,Neutral,email,2025-06-08,2025-06-08 13:00:35
F53,CUST6082,Product is okay. Nothing special but does the job.,Neutral,email,2025-03-18,2025-03-18 13:00:35
F54,CUST8527,Waste of money. Product doesn't work as advertised. Issue with delivery delays.,Negative,chat,2025-05-14,2025-05-14 13:00:35
F55,CUST4236,Frequent crashes and bugs. Needs improvement.,Negative,review_site,2025-09-27,2025-09-27 13:00:35
F56,CUST7939,Difficult to use and confusing interface.,Negative,review_site,2025-01-22,2025-01-22 13:00:35
F57,CUST8865,Functional but could be better. %$}$+ Issue with delivery delays.,Neutral,social_media,2025-03-27,2025-03-27 13:00:35
F58,CUST6064,"Terrible experience. Product broke after one day. ^"";=#",Negative,chat,2025-02-14,2025-02-14 13:00:35
F59,CUST4912,I absolutely love this product! It's amazing and works perfectly. ; Issue with product availability.,Positive,review_site,2025-01-04,2025-01-04 13:00:35
F60,CUST6591,I absolutely love this product! It's amazing and works perfectly. Issue with pricing.,Positive,social_media,2025-07-13,2025-07-13 13:00:35
F61,CUST5396,Product stopped working within a week. Poor quality.,Negative,chat,2025-01-09,2025-01-09 13:00:35
F62,CUST7787,Mediocre experience overall.,Neutral,review_site,2025-09-14,2025-09-14 13:00:35
F63,CUST6707,Difficult to use and confusing interface. Issue with technical issues.,Negative,social_media,2025-10-17,2025-10-17 13:00:35
F64,CUST9184,This is exactly what I was looking for. Great quality!,Positive,review_site,2025-10-05,2025-10-05 13:00:35
F65,CUST7447,Extremely disappointed with the quality. Not recommended.,Negative,chat,2025-01-02,2025-01-02 13:00:35
F66,CUST8684,The product exceeded my expectations. Very satisfied! Issue with product features.,Positive,chat,2025-06-05,2025-06-05 13:00:35
F67,CUST4804,Product stopped working within a week. Poor quality.,Negative,chat,2024-11-19,2024-11-19 13:00:35
F68,CUST7134,Poor customer service. No one responded to my queries.,Negative,review_site,2025-08-30,2025-08-30 13:00:35
F69,CUST8829,I absolutely love this product! It's amazing and works perfectly.,Positive,chat,2024-12-02,2024-12-02 13:00:35
F70,CUST3810,Reliable and durable product. No complaints whatsoever.,Positive,review_site,2025-02-06,2025-02-06 13:00:35
F71,CUST9557,Great value for money. Worth every penny!,Positive,social_media,2025-04-23,2025-04-23 13:00:35
F72,CUST7388,This is exactly what I was looking for. Great quality!,Positive,email,2025-03-22,2025-03-22 13:00:35
F73,CUST5032,"It's fine, not great but not terrible either.",Neutral,social_media,2025-08-28,2025-08-28 13:00:35
F74,CUST1948,The product exceeded my expectations. Very satisfied!,Positive,social_media,2025-03-21,2025-03-21 13:00:35
F75,CUST9906,Frequent crashes and bugs. Needs improvement. Issue with website navigation.,Negative,chat,2025-10-10,2025-10-10 13:00:35
F76,CUST5315,Standard quality. Meets basic expectations.,Neutral,social_media,2024-11-02,2024-11-02 13:00:35
F77,CUST1586,Terrible experience. Product broke after one day. ',Negative,social_media,2025-03-20,2025-03-20 13:00:35
F78,CUST6548,The product exceeded my expectations. Very satisfied! .)%,Positive,social_media,2024-12-31,2024-12-31 13:00:35
F79,CUST8444,"It's fine, not great but not terrible either.",Neutral,review_site,2024-11-27,2024-11-27 13:00:35
F80,CUST6111,Average experience. Some good points and some bad. Issue with website navigation.,Neutral,social_media,2025-04-14,2025-04-14 13:00:35
F81,CUST1914,Mediocre experience overall. Issue with customer service.,Neutral,social_media,2025-07-01,2025-07-01 13:00:35
F82,CUST7390,Product is okay. Nothing special but does the job. Issue with return process.,Neutral,review_site,2025-06-22,2025-06-22 13:00:35
F83,CUST9989,Functional but could be better. Issue with technical issues.,Neutral,chat,2025-04-04,2025-04-04 13:00:35
F84,CUST8459,Standard quality. Meets basic expectations.,Neutral,social_media,2025-04-07,2025-04-07 13:00:35
F85,CUST6533,"It's fine, not great but not terrible either. Issue with pricing.",Neutral,review_site,2025-03-18,2025-03-18 13:00:35
F86,CUST2683,Acceptable product for the price point. Issue with pricing.,Neutral,review_site,2024-12-04,2024-12-04 13:00:35
F87,CUST2036,Waste of money. Product doesn't work as advertised. ).?]~ Issue with customer service.,Negative,review_site,2025-08-10,2025-08-10 13:00:35
F88,CUST7226,The product exceeded my expectations. Very satisfied! Issue with technical issues.,Positive,review_site,2025-09-01,2025-09-01 13:00:35
F89,CUST3121,I absolutely love this product! It's amazing and works perfectly. Issue with product availability.,Positive,email,2025-05-01,2025-05-01 13:00:35
F90,CUST7027,Average experience. Some good points and some bad.,Neutral,email,2024-11-18,2024-11-18 13:00:35
F91,CUST4513,I absolutely love this product! It's amazing and works perfectly. Issue with return process.,Positive,chat,2025-08-29,2025-08-29 13:00:35
F92,CUST2070,Late delivery and damaged packaging. Very upset! %;,Negative,review_site,2025-04-22,2025-04-22 13:00:35
F93,CUST3107,Acceptable product for the price point.,Neutral,social_media,2025-03-17,2025-03-17 13:00:35
F94,CUST9353,Excellent service and fast delivery. Highly recommended! $,Positive,email,2025-07-17,2025-07-17 13:00:35
F95,CUST9400,Product is okay. Nothing special but does the job. @.< Issue with customer service.,Neutral,email,2025-01-04,2025-01-04 13:00:35
F96,CUST3080,Late delivery and damaged packaging. Very upset!,Negative,review_site,2025-05-30,2025-05-30 13:00:35
F97,CUST7184,This is exactly what I was looking for. Great quality! _/=[,Positive,email,2025-04-19,2025-04-19 13:00:35
F98,CUST7986,Poor customer service. No one responded to my queries.,Negative,social_media,2025-09-21,2025-09-21 13:00:35
F99,CUST5907,Waste of money. Product doesn't work as advertised.,Negative,email,2025-07-29,2025-07-29 13:00:35
F100,CUST6787,Reliable and durable product. No complaints whatsoever.,Positive,review_site,2025-04-26,2025-04-26 13:00:35
F101,CUST9957,Impressive features and functionality. Love it! /?,Positive,chat,2025-03-12,2025-03-12 13:00:35
F102,CUST9350,Waste of money. Product doesn't work as advertised.,Negative,review_site,2024-12-02,2024-12-02 13:00:35
F103,CUST5374,Frequent crashes and bugs. Needs improvement. ;}>,Negative,review_site,2025-02-13,2025-02-13 13:00:35
F104,CUST5639,Extremely disappointed with the quality. Not recommended. Issue with product quality.,Negative,email,2025-04-08,2025-04-08 13:00:35
F105,CUST2363,Outstanding customer support. They resolved my issue quickly.,Positive,chat,2025-04-04,2025-04-04 13:00:35
F106,CUST4523,I absolutely love this product! It's amazing and works perfectly.,Positive,chat,2024-11-06,2024-11-06 13:00:35
F107,CUST5685,Frequent crashes and bugs. Needs improvement. *,Negative,social_media,2025-08-28,2025-08-28 13:00:35
F108,CUST1838,Fantastic experience overall. Will definitely buy again! Issue with customer service.,Positive,review_site,2025-02-21,2025-02-21 13:00:35
F109,CUST8512,Satisfactory service. Nothing to complain about. Issue with customer service.,Neutral,review_site,2025-05-15,2025-05-15 13:00:35
F110,CUST2811,Product stopped working within a week. Poor quality. @'<*\ Issue with product availability.,Negative,social_media,2025-09-07,2025-09-07 13:00:35
F111,CUST8723,Impressive features and functionality. Love it! _*{},Positive,social_media,2025-01-16,2025-01-16 13:00:35
F112,CUST2632,"Fantastic experience overall. Will definitely buy again! `"" Issue with delivery delays.",Positive,chat,2024-12-02,2024-12-02 13:00:35
F113,CUST4282,The product exceeded my expectations. Very satisfied! Issue with product availability.,Positive,chat,2025-06-10,2025-06-10 13:00:35
F114,CUST2598,Overpriced for the features provided. Not worth it.,Negative,chat,2025-10-13,2025-10-13 13:00:35
F115,CUST8788,Mediocre experience overall. Issue with website navigation.,Neutral,chat,2025-04-29,2025-04-29 13:00:35
F116,CUST6484,Horrible experience. Will never buy from here again. \{ Issue with return process.,Negative,review_site,2025-10-22,2025-10-22 13:00:35
F117,CUST2069,Reliable and durable product. No complaints whatsoever.,Positive,email,2024-12-15,2024-12-15 13:00:35
F118,CUST2566,Overpriced for the features provided. Not worth it.,Negative,chat,2025-08-12,2025-08-12 13:00:35
F119,CUST6987,The product exceeded my expectations. Very satisfied!,Positive,social_media,2025-08-08,2025-08-08 13:00:35
F120,CUST1279,Overpriced for the features provided. Not worth it. Issue with pricing.,Negative,email,2025-05-16,2025-05-16 13:00:35
F121,CUST1327,Horrible experience. Will never buy from here again. >$$#~,Negative,chat,2025-05-31,2025-05-31 13:00:35
F122,CUST4422,Mediocre experience overall. Issue with product features.,Neutral,chat,2025-01-21,2025-01-21 13:00:35
F123,CUST3922,Mediocre experience overall.,Neutral,email,2024-12-20,2024-12-20 13:00:35
F124,CUST2638,This is exactly what I was looking for. Great quality! Issue with pricing.,Positive,email,2025-06-18,2025-06-18 13:00:35
F125,CUST2230,This is exactly what I was looking for. Great quality! Issue with product quality.,Positive,social_media,2025-06-02,2025-06-02 13:00:35
F126,CUST3173,Excellent service and fast delivery. Highly recommended!,Positive,social_media,2025-08-11,2025-08-11 13:00:35
F127,CUST8578,Decent product with room for improvement.,Neutral,email,2025-08-19,2025-08-19 13:00:35
F128,CUST5266,"Difficult to use and confusing interface. '[,~",Negative,review_site,2025-06-16,2025-06-16 13:00:35
F129,CUST6897,Fantastic experience overall. Will definitely buy again!,Positive,chat,2025-07-20,2025-07-20 13:00:35
F130,CUST1879,Reliable and durable product. No complaints whatsoever. Issue with customer service.,Positive,chat,2025-01-14,2025-01-14 13:00:35
F131,CUST6260,Extremely disappointed with the quality. Not recommended.,Negative,review_site,2025-01-26,2025-01-26 13:00:35
F132,CUST7892,Product stopped working within a week. Poor quality. ]*,Negative,email,2025-01-17,2025-01-17 13:00:35
F133,CUST7486,Waste of money. Product doesn't work as advertised.,Negative,review_site,2025-01-23,2025-01-23 13:00:35
F134,CUST7933,Horrible experience. Will never buy from here again. Issue with product availability.,Negative,chat,2025-04-04,2025-04-04 13:00:35
F135,CUST2045,Average experience. Some good points and some bad. Issue with pricing.,Neutral,review_site,2025-01-11,2025-01-11 13:00:35
F136,CUST7217,Standard quality. Meets basic expectations. Issue with customer service.,Neutral,review_site,2024-11-27,2024-11-27 13:00:35
F137,CUST8150,Overpriced for the features provided. Not worth it. !,Negative,review_site,2025-01-30,2025-01-30 13:00:35
F138,CUST3670,Average experience. Some good points and some bad. Issue with product quality.,Neutral,email,2024-12-31,2024-12-31 13:00:35
F139,CUST6934,Great value for money. Worth every penny!,Positive,social_media,2025-10-07,2025-10-07 13:00:35
F140,CUST9337,Overpriced for the features provided. Not worth it. Issue with delivery delays.,Negative,review_site,2025-02-01,2025-02-01 13:00:35
F141,CUST9744,Mediocre experience overall.,Neutral,social_media,2025-08-06,2025-08-06 13:00:35
F142,CUST9778,Reliable and durable product. No complaints whatsoever. Issue with product availability.,Positive,chat,2024-12-16,2024-12-16 13:00:35
F143,CUST1676,Fantastic experience overall. Will definitely buy again! Issue with customer service.,Positive,social_media,2025-03-14,2025-03-14 13:00:35
F144,CUST7996,Poor customer service. No one responded to my queries.,Negative,review_site,2025-03-16,2025-03-16 13:00:35
F145,CUST5902,I absolutely love this product! It's amazing and works perfectly.,Positive,social_media,2024-12-28,2024-12-28 13:00:35
F146,CUST4519,Average experience. Some good points and some bad.,Neutral,social_media,2025-06-11,2025-06-11 13:00:35
F147,CUST1551,Impressive features and functionality. Love it!,Positive,review_site,2025-10-26,2025-10-26 13:00:35
F148,CUST6563,Average experience. Some good points and some bad. Issue with product features.,Neutral,chat,2025-07-08,2025-07-08 13:00:35
F149,CUST9813,Product is okay. Nothing special but does the job. Issue with delivery delays.,Neutral,social_media,2025-03-30,2025-03-30 13:00:35
F150,CUST5027,The product exceeded my expectations. Very satisfied!,Positive,review_site,2024-11-07,2024-11-07 13:00:35
F151,CUST9555,Product is okay. Nothing special but does the job. Issue with pricing.,Neutral,social_media,2025-07-03,2025-07-03 13:00:35
F152,CUST5601,Poor customer service. No one responded to my queries.,Negative,review_site,2025-07-17,2025-07-17 13:00:35
F153,CUST9089,Average experience. Some good points and some bad. `,Neutral,email,2024-11-22,2024-11-22 13:00:35
F154,CUST8257,User-friendly interface and intuitive design.,Positive,social_media,2025-09-13,2025-09-13 13:00:35
F155,CUST6550,Average experience. Some good points and some bad.,Neutral,social_media,2025-08-14,2025-08-14 13:00:35
F156,CUST7192,"It's fine, not great but not terrible either. ^('| Issue with product availability.",Neutral,review_site,2025-02-11,2025-02-11 13:00:35
F157,CUST4056,Poor customer service. No one responded to my queries.,Negative,chat,2025-03-23,2025-03-23 13:00:35
F158,CUST1153,It's alright. Nothing remarkable to mention. Issue with customer service.,Neutral,chat,2025-01-25,2025-01-25 13:00:35
F159,CUST7381,Outstanding customer support. They resolved my issue quickly.,Positive,email,2025-06-08,2025-06-08 13:00:35
F160,CUST2523,Reliable and durable product. No complaints whatsoever. Issue with return process.,Positive,review_site,2024-12-18,2024-12-18 13:00:35
F161,CUST1289,Terrible experience. Product broke after one day. ?',Negative,chat,2025-07-27,2025-07-27 13:00:35
F162,CUST8012,User-friendly interface and intuitive design. Issue with delivery delays.,Positive,email,2025-09-26,2025-09-26 13:00:35
F163,CUST8109,Acceptable product for the price point.,Neutral,email,2025-10-17,2025-10-17 13:00:35
F164,CUST7014,Fantastic experience overall. Will definitely buy again!,Positive,chat,2024-11-01,2024-11-01 13:00:35
F165,CUST3104,Terrible experience. Product broke after one day.,Negative,social_media,2025-01-10,2025-01-10 13:00:35
F166,CUST7617,Fantastic experience overall. Will definitely buy again! Issue with product availability.,Positive,social_media,2025-03-11,2025-03-11 13:00:35
F167,CUST4330,Standard quality. Meets basic expectations.,Neutral,chat,2024-11-29,2024-11-29 13:00:35
F168,CUST1782,Difficult to use and confusing interface. _|$!,Negative,chat,2025-04-19,2025-04-19 13:00:35
F169,CUST1090,Standard quality. Meets basic expectations. Issue with product features.,Neutral,social_media,2025-04-04,2025-04-04 13:00:35
F170,CUST7488,Acceptable product for the price point. &'%> Issue with return process.,Neutral,email,2025-08-09,2025-08-09 13:00:35
F171,CUST2678,"Product stopped working within a week. Poor quality. %""",Negative,chat,2025-07-11,2025-07-11 13:00:35
F172,CUST2168,Mediocre experience overall.,Neutral,email,2025-01-26,2025-01-26 13:00:35
F173,CUST5370,Great value for money. Worth every penny!,Positive,email,2025-06-15,2025-06-15 13:00:35
F174,CUST7908,Product stopped working within a week. Poor quality. Issue with product quality.,Negative,chat,2025-06-30,2025-06-30 13:00:35
F175,CUST8389,Average experience. Some good points and some bad. ?[@@,Neutral,review_site,2025-01-14,2025-01-14 13:00:35
F176,CUST9414,Extremely disappointed with the quality. Not recommended.,Negative,email,2025-09-23,2025-09-23 13:00:35
F177,CUST5738,Mediocre experience overall.,Neutral,chat,2025-09-09,2025-09-09 13:00:35
F178,CUST3949,Frequent crashes and bugs. Needs improvement. Issue with product quality.,Negative,chat,2025-10-15,2025-10-15 13:00:35
F179,CUST1838,Excellent service and fast delivery. Highly recommended!,Positive,email,2025-01-16,2025-01-16 13:00:35
F180,CUST1392,Acceptable product for the price point. Issue with delivery delays.,Neutral,social_media,2025-03-21,2025-03-21 13:00:35
F181,CUST5990,Waste of money. Product doesn't work as advertised.,Negative,email,2025-06-06,2025-06-06 13:00:35
F182,CUST6617,Mediocre experience overall.,Neutral,chat,2024-12-23,2024-12-23 13:00:35
F183,CUST6695,Mediocre experience overall.,Neutral,email,2025-08-15,2025-08-15 13:00:35
F184,CUST7931,Product is okay. Nothing special but does the job. / Issue with product features.,Neutral,email,2025-09-27,2025-09-27 13:00:35
F185,CUST6640,Fantastic experience overall. Will definitely buy again! Issue with pricing.,Positive,social_media,2025-02-19,2025-02-19 13:00:35
F186,CUST5339,Mediocre experience overall.,Neutral,review_site,2025-04-24,2025-04-24 13:00:35
F187,CUST5545,Average experience. Some good points and some bad. Issue with pricing.,Neutral,chat,2025-01-20,2025-01-20 13:00:35
F188,CUST1377,Poor customer service. No one responded to my queries. :_|)| Issue with technical issues.,Negative,social_media,2025-05-12,2025-05-12 13:00:35
F189,CUST3348,Satisfactory service. Nothing to complain about. ? Issue with return process.,Neutral,email,2025-07-19,2025-07-19 13:00:35
F190,CUST9715,Functional but could be better. Issue with customer service.,Neutral,chat,2025-01-24,2025-01-24 13:00:35
F191,CUST5653,I absolutely love this product! It's amazing and works perfectly. Issue with product quality.,Positive,email,2025-10-11,2025-10-11 13:00:35
F192,CUST1458,Waste of money. Product doesn't work as advertised. Issue with technical issues.,Negative,social_media,2025-05-07,2025-05-07 13:00:35
F193,CUST6982,User-friendly interface and intuitive design.,Positive,email,2025-04-10,2025-04-10 13:00:35
F194,CUST4610,Standard quality. Meets basic expectations. Issue with return process.,Neutral,chat,2025-09-13,2025-09-13 13:00:35
F195,CUST9822,Overpriced for the features provided. Not worth it. Issue with product quality.,Negative,chat,2025-01-16,2025-01-16 13:00:35
F196,CUST2769,Great value for money. Worth every penny!,Positive,review_site,2025-08-05,2025-08-05 13:00:35
F197,CUST9946,Frequent crashes and bugs. Needs improvement. ;;{<,Negative,social_media,2025-08-24,2025-08-24 13:00:35
F198,CUST8745,Acceptable product for the price point. Issue with website navigation.,Neutral,review_site,2024-11-29,2024-11-29 13:00:35
F199,CUST4718,Functional but could be better. }_,Neutral,email,2025-10-05,2025-10-05 13:00:35
F200,CUST6159,Excellent service and fast delivery. Highly recommended!,Positive,email,2025-10-01,2025-10-01 13:00:35
F201,CUST4184,"It's fine, not great but not terrible either. ![",Neutral,email,2025-02-25,2025-02-25 13:00:35
F202,CUST4291,Horrible experience. Will never buy from here again.,Negative,review_site,2025-04-08,2025-04-08 13:00:35
F203,CUST6030,I absolutely love this product! It's amazing and works perfectly.,Positive,email,2025-01-09,2025-01-09 13:00:35
F204,CUST2823,Horrible experience. Will never buy from here again.,Negative,review_site,2025-05-30,2025-05-30 13:00:35
F205,CUST7235,Average experience. Some good points and some bad.,Neutral,chat,2025-03-12,2025-03-12 13:00:35
F206,CUST3839,Late delivery and damaged packaging. Very upset! Issue with delivery delays.,Negative,chat,2025-05-29,2025-05-29 13:00:35
F207,CUST9495,I absolutely love this product! It's amazing and works perfectly.,Positive,review_site,2024-12-03,2024-12-03 13:00:35
F208,CUST8899,"Satisfactory service. Nothing to complain about. ,[&*` Issue with delivery delays.",Neutral,email,2025-02-13,2025-02-13 13:00:35
F209,CUST2335,This is exactly what I was looking for. Great quality!,Positive,email,2024-11-20,2024-11-20 13:00:35
F210,CUST8426,Decent product with room for improvement.,Neutral,review_site,2024-12-10,2024-12-10 13:00:35
F211,CUST3101,Acceptable product for the price point.,Neutral,chat,2025-03-19,2025-03-19 13:00:35
F212,CUST8570,Impressive features and functionality. Love it! Issue with delivery delays.,Positive,review_site,2025-07-19,2025-07-19 13:00:35
F213,CUST3488,Great value for money. Worth every penny! Issue with website navigation.,Positive,review_site,2024-11-23,2024-11-23 13:00:35
F214,CUST1759,Standard quality. Meets basic expectations.,Neutral,review_site,2024-12-11,2024-12-11 13:00:35
F215,CUST1517,I absolutely love this product! It's amazing and works perfectly. ~ Issue with return process.,Positive,chat,2024-12-18,2024-12-18 13:00:35
F216,CUST5864,Satisfactory service. Nothing to complain about. Issue with product availability.,Neutral,chat,2025-04-06,2025-04-06 13:00:35
F217,CUST7227,Extremely disappointed with the quality. Not recommended. >{},Negative,chat,2024-12-25,2024-12-25 13:00:35
F218,CUST2782,Horrible experience. Will never buy from here again. Issue with product quality.,Negative,social_media,2025-01-19,2025-01-19 13:00:35
F219,CUST2825,Acceptable product for the price point. Issue with product features.,Neutral,social_media,2024-12-31,2024-12-31 13:00:35
F220,CUST3782,Overpriced for the features provided. Not worth it. _`!?? Issue with product features.,Negative,social_media,2025-10-27,2025-10-27 13:00:35
F221,CUST1804,I absolutely love this product! It's amazing and works perfectly. \. Issue with product features.,Positive,review_site,2025-05-08,2025-05-08 13:00:35
F222,CUST2462,Horrible experience. Will never buy from here again.,Negative,review_site,2025-04-09,2025-04-09 13:00:35
F223,CUST5762,Functional but could be better. {$#,Neutral,social_media,2025-10-03,2025-10-03 13:00:35
F224,CUST5209,Product is okay. Nothing special but does the job. Issue with product features.,Neutral,review_site,2025-01-19,2025-01-19 13:00:35
F225,CUST1136,The product exceeded my expectations. Very satisfied! .*,Positive,review_site,2025-01-23,2025-01-23 13:00:35
F226,CUST1986,"Fantastic experience overall. Will definitely buy again! ?""`",Positive,review_site,2025-05-14,2025-05-14 13:00:35
F227,CUST6278,Functional but could be better.,Neutral,review_site,2025-05-02,2025-05-02 13:00:35
F228,CUST9414,I absolutely love this product! It's amazing and works perfectly. Issue with website navigation.,Positive,chat,2025-05-10,2025-05-10 13:00:35
F229,CUST8415,Average experience. Some good points and some bad.,Neutral,social_media,2025-06-07,2025-06-07 13:00:35
F230,CUST6772,Product stopped working within a week. Poor quality. Issue with product features.,Negative,email,2025-04-10,2025-04-10 13:00:35
F231,CUST6171,Decent product with room for improvement.,Neutral,email,2025-04-24,2025-04-24 13:00:35
F232,CUST7884,Horrible experience. Will never buy from here again.,Negative,review_site,2025-09-30,2025-09-30 13:00:35
F233,CUST8132,"This is exactly what I was looking for. Great quality! ?@"">",Positive,chat,2025-04-01,2025-04-01 13:00:35
F234,CUST1584,Overpriced for the features provided. Not worth it. Issue with technical issues.,Negative,email,2025-08-20,2025-08-20 13:00:35
F235,CUST1886,Late delivery and damaged packaging. Very upset! ;]|,Negative,chat,2024-10-30,2024-10-30 13:00:35
F236,CUST5711,This is exactly what I was looking for. Great quality! {?'$ Issue with return process.,Positive,chat,2025-05-11,2025-05-11 13:00:35
F237,CUST9710,Decent product with room for improvement. :}#),Neutral,review_site,2025-05-13,2025-05-13 13:00:35
F238,CUST4118,"It's fine, not great but not terrible either. _| Issue with delivery delays.",Neutral,review_site,2025-05-23,2025-05-23 13:00:35
F239,CUST4589,Product is okay. Nothing special but does the job. Issue with return process.,Neutral,social_media,2025-01-18,2025-01-18 13:00:35
